claim_id,claim_text,evidence_id,evidence_text
claim-443,['“today climate scientists obsessed level carbon dioxide atmosphere small part overall picture'],"['evidence-722375', 'evidence-842998', 'evidence-517510', 'evidence-644211', 'evidence-898639']","['induced aggravated human activities e g', 'public received well little little spread', 'anna little ann little annie little may refer', 'little film survives little 60 seconds', 'little known species']"
claim-2037,['rate renewable energy installations eu 2018 less half maximum level achieved 2010'],"['evidence-1170010', 'evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-932693']","['unanimous agreement found among models future climate change reduce efficiency land ocean carbon cycle absorb human-induced co result larger fraction human-induced co stay airborne climate change controls carbon cycle', 'induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1734,['jim hansen several possible scenarios mid-level scenario b right'],"['evidence-232147', 'evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-361245']","['however record surface temperature near-surface temperature 1 5 meter used surface weather observations', 'induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'four surfaces anterior surface orbital superior surface nasal medial surface infratemporal posterior surface']"
claim-2093,['impacts climate co2 presents danger public health welfare thus qualifies air pollutant'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1400,['late 1970s marked end 30-year cooling trend'],"['evidence-722375', 'evidence-913789', 'evidence-19385', 'evidence-724010', 'evidence-865377']","['induced aggravated human activities e g', '2012 attributed 2010 moscow 2011 texas heat waves human-induced global warming', 'vahrenholt belongs minority skeptical human-induced global warming', 'global change research program concluded [global] warming unequivocal primarily human-induced', 'penetration human-induced warming world oceans']"
claim-1638,['worry global warming impacts next 100 years ice age 10 000 years'],"['evidence-722375', 'evidence-913789', 'evidence-724010', 'evidence-865377', 'evidence-517510']","['induced aggravated human activities e g', '2012 attributed 2010 moscow 2011 texas heat waves human-induced global warming', 'global change research program concluded [global] warming unequivocal primarily human-induced', 'penetration human-induced warming world oceans', 'anna little ann little annie little may refer']"
claim-3075,['multiple lines evidence indicate greenland ice loss accelerating contribute sea level rise order metres next centuries'],"['evidence-466701', 'evidence-842998', 'evidence-517510', 'evidence-644211', 'evidence-898639']","['little known relationship', 'public received well little little spread', 'anna little ann little annie little may refer', 'little film survives little 60 seconds', 'little known species']"
claim-38,['scientists studying antarctica sea ice warn rise accumulation could spark next ice age'],"['evidence-722375', 'evidence-620111', 'evidence-913789', 'evidence-724010', 'evidence-865377']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', '2012 attributed 2010 moscow 2011 texas heat waves human-induced global warming', 'global change research program concluded [global] warming unequivocal primarily human-induced', 'penetration human-induced warming world oceans']"
claim-1643,['al gore book quite accurate far accurate contrarian books'],"['evidence-722375', 'evidence-913789', 'evidence-19385', 'evidence-724010', 'evidence-865377']","['induced aggravated human activities e g', '2012 attributed 2010 moscow 2011 texas heat waves human-induced global warming', 'vahrenholt belongs minority skeptical human-induced global warming', 'global change research program concluded [global] warming unequivocal primarily human-induced', 'penetration human-induced warming world oceans']"
claim-1259,['north-east midwest upper great plains experienced 30% increase heavy rainfall episodes – considered once-in-every-five year downpours – parts west particularly california parched drought'],"['evidence-722375', 'evidence-724010', 'evidence-817759', 'evidence-361245', 'evidence-742898']","['induced aggravated human activities e g', 'global change research program concluded [global] warming unequivocal primarily human-induced', 'scientific literature strong consensus global surface temperatures increased recent decades trend caused human-induced emissions greenhouse gases', 'four surfaces anterior surface orbital superior surface nasal medial surface infratemporal posterior surface', 'scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases']"
claim-1605,['scientists retracted claim sea levels rising'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1711,['global warming climate change mean different things used decades'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-2236,['majority peer reviewed research time predicted warming due increasing co2'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1040,['evidence earth’s orbital variations impact radiation levels thus global temperatures course mean man way impacting climate studies like highlight role man plays planet dwarfed natural phenomena utterly control'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-392,['study totally debunks whole concept man-made global warming'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-368,['recent ipcc report lays future limit global heating 1 5°c instead paris agreement’s 2°c'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-559,['lot evidence climate change diminishing biodiversity seen alpine meadows well'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-2583,['unit co2 put atmosphere less less warming impact'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2609,['individual carbon dioxide molecules short life time around 5 years atmosphere'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-699212']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'cumulative anthropogenic e human-emitted emissions co 2 fossil fuel use major cause global warming give indication countries contributed human-induced climate change']"
claim-492,['like claims regarding global warming real effect small probably temporary likely due natural weather patterns'],"['evidence-722375', 'evidence-307834', 'evidence-540292', 'evidence-865377', 'evidence-699212']","['induced aggravated human activities e g', 'study nature climates – local regional global – natural human-induced factors cause climates change', 'global warming contributes 0 6°c', 'penetration human-induced warming world oceans', 'cumulative anthropogenic e human-emitted emissions co 2 fossil fuel use major cause global warming give indication countries contributed human-induced climate change']"
claim-1420,['concentrated atmosphere gases allow warmth sun’s rays reflected earth dispersed space'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-699212']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'cumulative anthropogenic e human-emitted emissions co 2 fossil fuel use major cause global warming give indication countries contributed human-induced climate change']"
claim-1089,['last year’s warmth manifested across planet warm tropical ocean waters coast northeastern australia great barrier reef experienced worst coral bleaching event record large scale coral death arctic sea ice hit regular monthly record lows overall temperatures also warmest record least january september 2016'],"['evidence-800613', 'evidence-742972', 'evidence-68000', 'evidence-1087424', 'evidence-1191135']","['release part series singles released cold cave 2013', '0 ° c freezing point water celsius scale', 'celsius family swedish family anders celsius inventor celsius temperature scale belongs', 'helicobacter typhlonius grow 37 degrees celsius well 42 degrees celsius however cannot grown 25 degrees celsius presence 1 5% sodium chloride', '1742 anders celsius swedish astronomer proposed centigrade temperature scale predecessor current celsius scale']"
claim-1467,['amount carbon dioxide absorbed upper layer oceans increasing 2 billion tons per year'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-444,['carbon dioxide trace gas ”'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-803,['team climate scientists notes failing predict warming ‘hiatus’ beginning 21st century intergovernmental panel climate change ipcc models overestimated temperature increases…'],"['evidence-1170010', 'evidence-722375', 'evidence-620111', 'evidence-865377', 'evidence-932693']","['unanimous agreement found among models future climate change reduce efficiency land ocean carbon cycle absorb human-induced co result larger fraction human-induced co stay airborne climate change controls carbon cycle', 'induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1668,['thick arctic sea ice rapid retreat'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-742,['global human emissions 3 per cent total annual emissions'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-846,['words trapped arctic permafrost twice much carbon currently wrecking atmosphere planet scheduled released date keeps getting moved partially form gas multiplies warming power 86 times'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2119,['lindzen choi find low climate sensitivity'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-1167,['lake-bottom sediments florida tell us recent major hurricane activity gulf mexico less frequent centuries past'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-623,['noted oceanographer walter munk referred sea-level rise “enigma”'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2882,['trenberth views clarified paper imperative climate change planning tracking earth global energy'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-1698,['around 97% climate experts agree humans causing global warming'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-932693']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'film conclusion emphasises scientific consensus human-induced climate change']"
claim-181,['reefs need carbon dioxide it’s basic food'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-281,['interview bbc scandal broke dr jones admitted statistically significant global warming since 1995'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2809,['motions massive oceans heat moved deep layers surface provides variability time scales years centuries'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-1928,['nasa finds antarctica gaining ice'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2787,['hansen 1988 results evidence actual climate sensitivity 3°c doubling atmospheric co2'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-478,['protecting restoring forests would reduce 18% emissions 2030'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-988,['unlikely scenarios sudden becoming probable thought ’ says sweet ”'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-266,['ipcc longer includes ‘hockey stick’ chart reports'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-2282,['isolated cases growing glaciers overwhelming trend glaciers worldwide retreat'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-699212']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'cumulative anthropogenic e human-emitted emissions co 2 fossil fuel use major cause global warming give indication countries contributed human-induced climate change']"
claim-2895,['latest measurements involve use satellite gravimetry estimating mass terrain beneath detecting slight changes gravity satellite passes overhead'],"['evidence-985657', 'evidence-127475', 'evidence-1126083', 'evidence-340555', 'evidence-272633']","['cause unknown', 'cold spring township erected 1857 taking name cold springs area', 'cold sulphur springs called cold soufrière located near village', 'conversely cold cause plant bio-cycles lag', 'includes studio version ``cold cold water acoustic renditions songs advisory committee album']"
claim-349,['evidence increase floods globally'],"['evidence-722375', 'evidence-768881', 'evidence-865377', 'evidence-817759', 'evidence-595732']","['induced aggravated human activities e g', 'tropical glaciers uncommon glaciers variety reasons', 'penetration human-induced warming world oceans', 'scientific literature strong consensus global surface temperatures increased recent decades trend caused human-induced emissions greenhouse gases', 'also several interesting surface features including crevasses table top forms large surface boulders left stranded glaciers surface']"
claim-2101,['clouds provide negative feedback'],"['evidence-917580', 'evidence-266501', 'evidence-212120', 'evidence-768881', 'evidence-595732']","['mountain covered glaciers', 'examination 32 outlet glaciers southeast greenland indicates acceleration significant marine-terminating outlet glaciers—glaciers calve ocean', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'tropical glaciers uncommon glaciers variety reasons', 'also several interesting surface features including crevasses table top forms large surface boulders left stranded glaciers surface']"
claim-897,['report […] found united states one pollution-free nations world ”'],"['evidence-917580', 'evidence-722375', 'evidence-212120', 'evidence-865377', 'evidence-768881']","['mountain covered glaciers', 'induced aggravated human activities e g', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'penetration human-induced warming world oceans', 'tropical glaciers uncommon glaciers variety reasons']"
claim-3063,['another global warming myth comes crashing'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-768881', 'evidence-865377']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'tropical glaciers uncommon glaciers variety reasons', 'penetration human-induced warming world oceans']"
claim-386,['renew\xadables wind turbines environmentally disastrous pollute huge land area slice dice birds bats kill insects bird food create health problems humans live within kilometres leave toxins around turbine site despoil landscape'],"['evidence-917580', 'evidence-266501', 'evidence-705259', 'evidence-212120', 'evidence-768881']","['mountain covered glaciers', 'examination 32 outlet glaciers southeast greenland indicates acceleration significant marine-terminating outlet glaciers—glaciers calve ocean', 'shaped ice age glaciers', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'tropical glaciers uncommon glaciers variety reasons']"
claim-2691,['myriad radiative forcings affect planet energy imbalance'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-971588']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'rational desires induced many things desire see get told induced believe good']"
claim-530,['south australia winning unreliable grid world outside africa expensive electricity'],"['evidence-917580', 'evidence-722375', 'evidence-212120', 'evidence-865377', 'evidence-889933', 'evidence-768881']","['mountain covered glaciers', 'induced aggravated human activities e g', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'penetration human-induced warming world oceans', 'multiple independently produced instrumental datasets confirm 2009–2018 decade 0 93 ± 0 07 °c warmer pre-industrial baseline 1850–1900', 'tropical glaciers uncommon glaciers variety reasons']"
claim-2979,['water vapor helps trap heat far strongest major greenhouse gases contributing 36–72 percent greenhouse effect'],"['evidence-889933', 'evidence-1043958', 'evidence-934030', 'evidence-384760', 'evidence-323541', 'evidence-38396']","['multiple independently produced instrumental datasets confirm 2009–2018 decade 0 93 ± 0 07 °c warmer pre-industrial baseline 1850–1900', 'increase number objectives trying achieve also increase number constraints problem similarly increase complexity', 'second line two thirds curved upper third interrupted middle vertical two thirds inner margin lower third', 'proposal increase number representatives one three approved requisite two-thirds majority passed', 'increase temperatures worldwide due climate change increase flooding unavoidable', 'last 100 years earth average surface temperature increased 0 8 °c 1 4 °f two thirds increase occurring last three decades']"
claim-665,['many scientists surprised researchers subsequently found ringed bearded seals primary prey polar bears north bering strait especially thrived longer open-water season particularly conducive fishing'],"['evidence-917580', 'evidence-719989', 'evidence-212120', 'evidence-768881', 'evidence-595732']","['mountain covered glaciers', 'humans also cause surface water lost e', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'tropical glaciers uncommon glaciers variety reasons', 'also several interesting surface features including crevasses table top forms large surface boulders left stranded glaciers surface']"
claim-199,['past warming never threat life earth'],"['evidence-280055', 'evidence-476145', 'evidence-1043958', 'evidence-89318', 'evidence-323541']","['studies found increase sea surface temperature may offset increase wind shear leading little change hurricane activity', 'however increase awareness always result increase perceived threat', 'increase number objectives trying achieve also increase number constraints problem similarly increase complexity', 'rate would increase amount cost living increase applied social security', 'increase temperatures worldwide due climate change increase flooding unavoidable']"
claim-490,['ipcc report warning last week world “nowhere near track” meet paris commitments'],"['evidence-917580', 'evidence-722375', 'evidence-216073', 'evidence-212120', 'evidence-768881']","['mountain covered glaciers', 'induced aggravated human activities e g', 'small temperature increase degrees almost immediate adverse effect tropical glaciers', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'tropical glaciers uncommon glaciers variety reasons']"
claim-2400,['suddenly label co2 pollutant disservice gas played enormous role development sustainability life wonderful earth'],"['evidence-917580', 'evidence-722375', 'evidence-212120', 'evidence-865377', 'evidence-768881']","['mountain covered glaciers', 'induced aggravated human activities e g', '2005 aerial survey alaskan coastal glaciers identified dozen glaciers many former tidewater calving glaciers including grand plateau alsek bear excelsior glaciers rapidly retreating', 'penetration human-induced warming world oceans', 'tropical glaciers uncommon glaciers variety reasons']"
claim-204,['natural orbitally driven warming atmospheric carbon dioxide content increases 800 years later'],"['evidence-722375', 'evidence-216073', 'evidence-768881', 'evidence-1043958', 'evidence-476145']","['induced aggravated human activities e g', 'small temperature increase degrees almost immediate adverse effect tropical glaciers', 'tropical glaciers uncommon glaciers variety reasons', 'increase number objectives trying achieve also increase number constraints problem similarly increase complexity', 'however increase awareness always result increase perceived threat']"
claim-1426,['many world’s coral reefs already barren state constant decline'],"['evidence-722375', 'evidence-620111', 'evidence-143084', 'evidence-865377', 'evidence-29392']","['induced aggravated human activities e g', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans', 'way athlete performance may increase using steroids human-induced climate change increases risk extreme weather events']"
claim-698,['recent study led lawrence livermore national laboratory climate scientist ben santer found models ran hot ‘overestimation’ ‘partly due systematic deficiencies post-2000 external forcings used model simulations ’'],"['evidence-68000', 'evidence-722375', 'evidence-391922', 'evidence-1057523', 'evidence-190554', 'evidence-865377']","['celsius family swedish family anders celsius inventor celsius temperature scale belongs', 'induced aggravated human activities e g', 'global losses reveal rapidly rising costs due extreme weather-related events since 1970s', 'pilot-induced oscillation result over-sensitive yet slow-response steering system determined cause', 'slow grand age rich increase', 'penetration human-induced warming world oceans']"
claim-1021,['corals may save many creatures attempting moving toward poles earth warms establishing new reefs cooler water ”'],"['evidence-8189', 'evidence-722375', 'evidence-391922', 'evidence-620111', 'evidence-143084', 'evidence-865377']","['human-induced forcings needed reproduce late-20th century warming', 'induced aggravated human activities e g', 'global losses reveal rapidly rising costs due extreme weather-related events since 1970s', 'analogy made athlete steroids human-induced climate change', 'human-induced warming climate expected continue throughout 21st century beyond', 'penetration human-induced warming world oceans']"
